"5ede000fb1248f0009695ab4","605088a9d58525bd7d6069cf","6050acd6754fb9968c8a15d7","integrated","operator","Status,Craft,Role,Speed,Direction","3,4,1,0,2","2021-03-16T13:04:28.167Z","2021-03-16T13:42:21.272Z","0","welcome","html-keyboard-response","<div style='height:80px;width:100%;background-color:#0f3273;position:absolute;top:0px;left:0px;'><img src='img/qmul/qm-logo-white.svg' alt='Queen Mary Header' style='width:200px;position:absolute;top:10px;left:10px;'></img></div><div style='width:700px'><p style='font-size:26px'><b>Welcome to the experiment and thank you for taking part.</b></p><p>Note that this experiment is designed for resolutions of 1200<i>px</i> by 800<i>px</i>. If your screen has a lower resolution than this, please return this experiment.</p><p>If the text overlaps at all, you can zoom out by pressing control and '-' on Windows or command and '-' on a Mac.</p><p>If you have any questions or concerns, remember that you can always contact us via the Prolific message system.</p></div><div style='height:80px;width:100%;position:absolute;bottom:80px;left:0px;'><p>Please press the <b>space key</b> on your keyboard to begin.</p></div><div style='height:80px;width:100%;background-color:#0f3273;position:absolute;bottom:0px;left:0px;'></div>","6159","6157","32",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"5ede000fb1248f0009695ab4","605088a9d58525bd7d6069cf","6050acd6754fb9968c8a15d7","integrated","operator","Status,Craft,Role,Speed,Direction","3,4,1,0,2","2021-03-16T13:04:28.167Z","2021-03-16T13:42:21.272Z","1","learningInstructions","html-keyboard-response","<div style='height:80px;width:100%;background-color:#0f3273;position:absolute;top:0px;left:0px;'><img src='img/qmul/qm-logo-white.svg' alt='Queen Mary Header' style='width:200px;position:absolute;top:10px;left:10px;'></img></div><div style='width:700px'><p><b>Instructions</b></p><p>In this experiment, you will fill the role of a junior seaman who must decide whether craft are friendly or hostile.  The experiment has three phases:</p><p><b>Phase 1. </b>where you learn the features of friendly and hostile craft.</p><p><b>Phase 2 and 3. </b>where you apply what you have learned in two real exercises.</p><div style='height:80px;width:100%;position:absolute;bottom:80px;left:0px;'><p>Please press the <b>space key</b> on your keyboard to continue.</p></div><div style='height:80px;width:100%;background-color:#0f3273;position:absolute;bottom:0px;left:0px;'></div>","513004","506845","32",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"5ede000fb1248f0009695ab4","605088a9d58525bd7d6069cf","6050acd6754fb9968c8a15d7","integrated","operator","Status,Craft,Role,Speed,Direction","3,4,1,0,2","2021-03-16T13:04:28.167Z","2021-03-16T13:42:21.272Z","2","learningInstructions","html-keyboard-response","<div style='height:80px;width:100%;background-color:#0f3273;position:absolute;top:0px;left:0px;'><img src='img/qmul/qm-logo-white.svg' alt='Queen Mary Header' style='width:200px;position:absolute;top:10px;left:10px;'></img></div><p><b>Craft:</b> There are two types of craft.</p><div style='width: 550px;'><div class='stimulus' style='float: left;'><img src='img/stimuli/air.png'></img><p class='small'><strong>Airplanes</strong></p></div><div class='stimulus' style='float: right;'><img src='img/stimuli/submarine.png'></img><p class='small'><strong>Submarines</strong></p></div></div><div style='height:80px;width:100%;position:absolute;bottom:80px;left:0px;'><p>Please press the <b>space key</b> on your keyboard to continue.</p></div><div style='height:80px;width:100%;background-color:#0f3273;position:absolute;bottom:0px;left:0px;'></div>","537792","24787","32",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"5ede000fb1248f0009695ab4","605088a9d58525bd7d6069cf","6050acd6754fb9968c8a15d7","integrated","operator","Status,Craft,Role,Speed,Direction","3,4,1,0,2","2021-03-16T13:04:28.167Z","2021-03-16T13:42:21.272Z","3","learningInstructions","html-keyboard-response","<div style='height:80px;width:100%;background-color:#0f3273;position:absolute;top:0px;left:0px;'><img src='img/qmul/qm-logo-white.svg' alt='Queen Mary Header' style='width:200px;position:absolute;top:10px;left:10px;'></img></div><div style='width:550px'><p><b>Role:</b> The craft can be either autonomous or a decoy as indicated by the following symbols.</p><div style='width: 550px;'><div class='stimulus' style='float: left;'><img src='img/stimuli/autonomous.png'></img><p class='small'><strong>Autonomous</strong></p></div><div class='stimulus' style='float: right;'><img src='img/stimuli/decoy.png'></img><p class='small'><strong>Decoy</strong></p></div></div></div><div style='height:80px;width:100%;position:absolute;bottom:80px;left:0px;'><p>Please press the <b>space key</b> on your keyboard to continue.</p></div><div style='height:80px;width:100%;background-color:#0f3273;position:absolute;bottom:0px;left:0px;'></div>","542488","4696","32",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"5ede000fb1248f0009695ab4","605088a9d58525bd7d6069cf","6050acd6754fb9968c8a15d7","integrated","operator","Status,Craft,Role,Speed,Direction","3,4,1,0,2","2021-03-16T13:04:28.167Z","2021-03-16T13:42:21.272Z","4","learningInstructions","html-keyboard-response","<div style='height:80px;width:100%;background-color:#0f3273;position:absolute;top:0px;left:0px;'><img src='img/qmul/qm-logo-white.svg' alt='Queen Mary Header' style='width:200px;position:absolute;top:10px;left:10px;'></img></div><div style='width:550px'><p><b>Status:</b> The craft can be either undamaged or damaged as indicated by the following symbols.</p><div style='width:550px;'><div class='stimulus' style='float: left;'><img src='img/stimuli/unharmed.png'></img><p class='small'><strong>Undamaged</strong></p></div><div class='stimulus' style='float: right;'><img src='img/stimuli/damaged.png'></img><p class='small'><strong>Damaged</strong></p></div></div></div><div style='height:80px;width:100%;position:absolute;bottom:80px;left:0px;'><p>Please press the <b>space key</b> on your keyboard to continue.</p></div><div style='height:80px;width:100%;background-color:#0f3273;position:absolute;bottom:0px;left:0px;'></div>","546105","3616","32",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"5ede000fb1248f0009695ab4","605088a9d58525bd7d6069cf","6050acd6754fb9968c8a15d7","integrated","operator","Status,Craft,Role,Speed,Direction","3,4,1,0,2","2021-03-16T13:04:28.167Z","2021-03-16T13:42:21.272Z","5","learningInstructions","html-keyboard-response","<div style='height:80px;width:100%;background-color:#0f3273;position:absolute;top:0px;left:0px;'><img src='img/qmul/qm-logo-white.svg' alt='Queen Mary Header' style='width:200px;position:absolute;top:10px;left:10px;'></img></div><div style='width:550px'><p><b>Direction:</b> The craft can either travel towards the left or the right.</p><div style='width: 550px;'><div class='stimulus' style='float: left;'><img src='img/stimuli/left.png'></img><p class='small'><strong>Left</strong></p></div><div class='stimulus' style='float: right;'><img src='img/stimuli/right.png'></img><p class='small'><strong>Right</strong></p></div></div></div><div style='height:80px;width:100%;position:absolute;bottom:80px;left:0px;'><p>Please press the <b>space key</b> on your keyboard to continue.</p></div><div style='height:80px;width:100%;background-color:#0f3273;position:absolute;bottom:0px;left:0px;'></div>","549961","3856","32",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"5ede000fb1248f0009695ab4","605088a9d58525bd7d6069cf","6050acd6754fb9968c8a15d7","integrated","operator","Status,Craft,Role,Speed,Direction","3,4,1,0,2","2021-03-16T13:04:28.167Z","2021-03-16T13:42:21.272Z","6","learningInstructions","html-keyboard-response","<div style='height:80px;width:100%;background-color:#0f3273;position:absolute;top:0px;left:0px;'><img src='img/qmul/qm-logo-white.svg' alt='Queen Mary Header' style='width:200px;position:absolute;top:10px;left:10px;'></img></div><div style='width:550px'><p><b>Speed:</b> The craft can either travel fast or slow.</p><div style='width: 550px;'><div class='stimulus' style='float: left;'><img src='img/stimuli/fast_number.png'></img><p class='small'><strong>Fast</strong></p></div><div class='stimulus' style='float: right;'><img src='img/stimuli/slow_number.png'></img><p class='small'><strong>Slow</strong></p></div></div></div><div style='height:80px;width:100%;position:absolute;bottom:80px;left:0px;'><p>Please press the <b>space key</b> on your keyboard to continue.</p></div><div style='height:80px;width:100%;background-color:#0f3273;position:absolute;bottom:0px;left:0px;'></div>","553194","3232","32",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"5ede000fb1248f0009695ab4","605088a9d58525bd7d6069cf","6050acd6754fb9968c8a15d7","integrated","operator","Status,Craft,Role,Speed,Direction","3,4,1,0,2","2021-03-16T13:04:28.167Z","2021-03-16T13:42:21.272Z","7","learningInstructions","html-keyboard-response","<div style='height:80px;width:100%;background-color:#0f3273;position:absolute;top:0px;left:0px;'><img src='img/qmul/qm-logo-white.svg' alt='Queen Mary Header' style='width:200px;position:absolute;top:10px;left:10px;'></img></div><div style='width:700px'><p><b>Phase 1</b></p><p>In phase 1, you will learn the features of friendly and hostile craft.  At the beginning of this phase you will have to guess, but using the feedback you should be able to work out the friendliness of each craft.</p><p>If you think the craft is <b>friendly</b>, please click on the friendly button.</p><p>If you think the craft is <b>hostile</b>, please click on the hostile button.</p><p>Please note that if you do not reach sufficient accuracy by the end of this phase, you will not be allowed to continue to the second phase of the experiment.</p><div style='height:80px;width:100%;position:absolute;bottom:80px;left:0px;'><p>Please press the <b>space key</b> on your keyboard when you are ready to begin the experiment.</p></div><div style='height:80px;width:100%;background-color:#0f3273;position:absolute;bottom:0px;left:0px;'></div>","575549","22354","32",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"5ede000fb1248f0009695ab4","605088a9d58525bd7d6069cf","6050acd6754fb9968c8a15d7","integrated","operator","Status,Craft,Role,Speed,Direction","3,4,1,0,2","2021-03-16T13:04:28.167Z","2021-03-16T13:42:21.272Z","8","learning","category-button-response",NULL,"589509","13459",NULL,"Friendly","false","1","0","Hostile","8","1","0","1","1","0",NULL
"5ede000fb1248f0009695ab4","605088a9d58525bd7d6069cf","6050acd6754fb9968c8a15d7","integrated","operator","Status,Craft,Role,Speed,Direction","3,4,1,0,2","2021-03-16T13:04:28.167Z","2021-03-16T13:42:21.272Z","9","learning_feedback","html-keyboard-response","<p>Wrong.</p>","590510",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
